bait,prey,t,corr
PSMA1,PSMA2,earlyS.median,0.294546270147175
PSMA1,PSMA3,earlyS.median,-0.361960547801181
PSMA1,PSMA4,earlyS.median,0.485272544228454
PSMA1,PSMA5,earlyS.median,0.563136811396092
PSMA1,PSMA6,earlyS.median,-0.393142008986297
PSMA1,PSMA7,earlyS.median,0.32927778771368
PSMA1,PSMB1,earlyS.median,0.562450424810119
PSMA1,PSMB10,earlyS.median,-0.010520821925963
PSMA1,PSMB2,earlyS.median,0.573243895874912
PSMA1,PSMB3,earlyS.median,0.466762562505114
PSMA1,PSMB4,earlyS.median,0.754124547072767
PSMA1,PSMB5,earlyS.median,0.662897491715227
PSMA1,PSMB6,earlyS.median,0.0829752294370606
PSMA1,PSMB7,earlyS.median,0.723971335666997
PSMA1,PSMB9,earlyS.median,0.578791643075581
PSMA1,PSMC1,earlyS.median,0.240019535970829
PSMA1,PSMC2,earlyS.median,0.522474059422876
PSMA1,PSMC3,earlyS.median,0.659298982055311
PSMA1,PSMC4,earlyS.median,0.179028932258137
PSMA1,PSMC5,earlyS.median,0.548551503458913
PSMA1,PSMC6,earlyS.median,0.190880473206249
PSMA1,PSMD1,earlyS.median,0.042850694547921
PSMA1,PSMD10,earlyS.median,0.113703006741629
PSMA1,PSMD11,earlyS.median,0.346678515658126
PSMA1,PSMD12,earlyS.median,0.0792781518972947
PSMA1,PSMD13,earlyS.median,0.0876556455118679
PSMA1,PSMD14,earlyS.median,0.185421487079375
PSMA1,PSMD2,earlyS.median,0.502366842355534
PSMA1,PSMD3,earlyS.median,0.0651099124389894
PSMA1,PSMD4,earlyS.median,0.191918159559025
PSMA1,PSMD5,earlyS.median,0.0686910419074418
PSMA1,PSMD6,earlyS.median,0.389696384457895
PSMA1,PSMD7,earlyS.median,0.110636710818871
PSMA1,PSMD8,earlyS.median,0.274265287415819
PSMA1,PSMD9,earlyS.median,0.471484398447049
PSMA1,PSME1,earlyS.median,0.579702991295047
PSMA1,PSME2,earlyS.median,0.763683491096297
PSMA1,PSME3,earlyS.median,0.585391462075857
PSMA1,PSME4,earlyS.median,0.106460849904631
PSMA1,PSMG1,earlyS.median,0.106779508728784
PSMA1,PSMG2,earlyS.median,-0.292505892353822
PSMA1,PSMG3,earlyS.median,0.15785477351969
PSMA1,PSMG4,earlyS.median,0.351375155778081
PSMA2,PSMA3,earlyS.median,0.417256904939625
PSMA2,PSMA4,earlyS.median,0.272714996095687
PSMA2,PSMA5,earlyS.median,0.373490923841358
PSMA2,PSMA6,earlyS.median,-0.163117052022239
PSMA2,PSMA7,earlyS.median,0.566938725885531
PSMA2,PSMB1,earlyS.median,-0.00661601128115667
PSMA2,PSMB10,earlyS.median,-0.18801406364695
PSMA2,PSMB2,earlyS.median,0.526054464027659
PSMA2,PSMB3,earlyS.median,0.456926858726925
PSMA2,PSMB4,earlyS.median,0.235108957940456
PSMA2,PSMB5,earlyS.median,-0.174381924893777
PSMA2,PSMB6,earlyS.median,-0.0493961678037908
PSMA2,PSMB7,earlyS.median,0.00202596346385552
PSMA2,PSMB9,earlyS.median,0.25855301729004
PSMA2,PSMC1,earlyS.median,0.0903742872918835
PSMA2,PSMC2,earlyS.median,0.387670361054456
PSMA2,PSMC3,earlyS.median,0.354145269668027
PSMA2,PSMC4,earlyS.median,0.156129075865504
PSMA2,PSMC5,earlyS.median,0.427777505180669
PSMA2,PSMC6,earlyS.median,0.057656067261731
PSMA2,PSMD1,earlyS.median,0.510639643288994
PSMA2,PSMD10,earlyS.median,0.0639230461989628
PSMA2,PSMD11,earlyS.median,0.601874515142281
PSMA2,PSMD12,earlyS.median,0.452975621052443
PSMA2,PSMD13,earlyS.median,0.280513756365865
PSMA2,PSMD14,earlyS.median,0.175540378853551
PSMA2,PSMD2,earlyS.median,0.186621912233871
PSMA2,PSMD3,earlyS.median,0.473079725156894
PSMA2,PSMD4,earlyS.median,0.472615420055638
PSMA2,PSMD5,earlyS.median,-0.337035819663439
PSMA2,PSMD6,earlyS.median,0.649453150819003
PSMA2,PSMD7,earlyS.median,0.720336857316957
PSMA2,PSMD8,earlyS.median,0.449992019298873
PSMA2,PSMD9,earlyS.median,0.319260972766563
PSMA2,PSME1,earlyS.median,-0.0384130164240958
PSMA2,PSME2,earlyS.median,-0.0359528222912598
PSMA2,PSME3,earlyS.median,0.229066898891854
PSMA2,PSME4,earlyS.median,-0.0200502407718437
PSMA2,PSMG1,earlyS.median,-0.0968959407715077
PSMA2,PSMG2,earlyS.median,-0.0280503188333172
PSMA2,PSMG3,earlyS.median,0.325414132398284
PSMA2,PSMG4,earlyS.median,0.561479878134089
PSMA3,PSMA4,earlyS.median,-0.217276017055595
PSMA3,PSMA5,earlyS.median,-0.254885058095839
PSMA3,PSMA6,earlyS.median,0.45794815464781
PSMA3,PSMA7,earlyS.median,0.0109943022698305
PSMA3,PSMB1,earlyS.median,0.0157284625608764
PSMA3,PSMB10,earlyS.median,0.248738984718466
PSMA3,PSMB2,earlyS.median,-0.150063175028239
PSMA3,PSMB3,earlyS.median,-0.0228876481117439
PSMA3,PSMB4,earlyS.median,-0.164117779888311
PSMA3,PSMB5,earlyS.median,-0.378970892382341
PSMA3,PSMB6,earlyS.median,0.168614593027993
PSMA3,PSMB7,earlyS.median,-0.24444781166252
PSMA3,PSMB9,earlyS.median,0.114349607208109
PSMA3,PSMC1,earlyS.median,-0.465663696438513
PSMA3,PSMC2,earlyS.median,-0.384074196271884
PSMA3,PSMC3,earlyS.median,-0.464454489509694
PSMA3,PSMC4,earlyS.median,-0.354733284622248
PSMA3,PSMC5,earlyS.median,-0.520077574102012
PSMA3,PSMC6,earlyS.median,-0.621675016050127
PSMA3,PSMD1,earlyS.median,0.147157038161729
PSMA3,PSMD10,earlyS.median,0.0389024848633848
PSMA3,PSMD11,earlyS.median,-0.070901418616718
PSMA3,PSMD12,earlyS.median,-0.180472646175577
PSMA3,PSMD13,earlyS.median,-0.342924401023893
PSMA3,PSMD14,earlyS.median,-0.422206050787096
PSMA3,PSMD2,earlyS.median,-0.544130076553431
PSMA3,PSMD3,earlyS.median,0.253002599182808
PSMA3,PSMD4,earlyS.median,0.24802331396577
PSMA3,PSMD5,earlyS.median,0.0942717796713339
PSMA3,PSMD6,earlyS.median,-0.0211781129646089
PSMA3,PSMD7,earlyS.median,0.467305511463021
PSMA3,PSMD8,earlyS.median,0.0860473497063432
PSMA3,PSMD9,earlyS.median,0.0391602052537613
PSMA3,PSME1,earlyS.median,-0.358873257581176
PSMA3,PSME2,earlyS.median,-0.225896157250914
PSMA3,PSME3,earlyS.median,-0.0538542912697375
PSMA3,PSME4,earlyS.median,-0.420607665668299
PSMA3,PSMG1,earlyS.median,0.0946084002883175
PSMA3,PSMG2,earlyS.median,0.640126632962449
PSMA3,PSMG3,earlyS.median,0.261484068716577
PSMA3,PSMG4,earlyS.median,0.507221015984651
PSMA4,PSMA5,earlyS.median,0.852087858977628
PSMA4,PSMA6,earlyS.median,-0.416154965045231
PSMA4,PSMA7,earlyS.median,0.726361901134253
PSMA4,PSMB1,earlyS.median,0.263476629701457
PSMA4,PSMB10,earlyS.median,-0.588574944381791
PSMA4,PSMB2,earlyS.median,0.842658963864169
PSMA4,PSMB3,earlyS.median,0.898903904969173
PSMA4,PSMB4,earlyS.median,0.458919030743871
PSMA4,PSMB5,earlyS.median,0.245099849323208
PSMA4,PSMB6,earlyS.median,-0.230831130961941
PSMA4,PSMB7,earlyS.median,0.384987021500229
PSMA4,PSMB9,earlyS.median,0.823500987153151
PSMA4,PSMC1,earlyS.median,-0.21776524817105
PSMA4,PSMC2,earlyS.median,-0.127998197532961
PSMA4,PSMC3,earlyS.median,-0.0720999358114214
PSMA4,PSMC4,earlyS.median,-0.297745720491355
PSMA4,PSMC5,earlyS.median,-0.0073100453518475
PSMA4,PSMC6,earlyS.median,-0.178867507576902
PSMA4,PSMD1,earlyS.median,-0.356897682188377
PSMA4,PSMD10,earlyS.median,0.00740400076904494
PSMA4,PSMD11,earlyS.median,0.0485080138009502
PSMA4,PSMD12,earlyS.median,0.0628501526150967
PSMA4,PSMD13,earlyS.median,-0.202067226724155
PSMA4,PSMD14,earlyS.median,-0.296464674534892
PSMA4,PSMD2,earlyS.median,-0.227792596295049
PSMA4,PSMD3,earlyS.median,-0.35135613103063
PSMA4,PSMD4,earlyS.median,-0.223694752523482
PSMA4,PSMD5,earlyS.median,-0.554364408475151
PSMA4,PSMD6,earlyS.median,0.144458413359867
PSMA4,PSMD7,earlyS.median,-0.309222808572742
PSMA4,PSMD8,earlyS.median,-0.022217694737541
PSMA4,PSMD9,earlyS.median,-0.107343494538792
PSMA4,PSME1,earlyS.median,-0.0665024679884908
PSMA4,PSME2,earlyS.median,0.055113258335369
PSMA4,PSME3,earlyS.median,0.500460544465925
PSMA4,PSME4,earlyS.median,-0.126900038402251
PSMA4,PSMG1,earlyS.median,-0.430854513287365
PSMA4,PSMG2,earlyS.median,0.25047405702629
PSMA4,PSMG3,earlyS.median,0.265968149292494
PSMA4,PSMG4,earlyS.median,-0.937757783740531
PSMA5,PSMA6,earlyS.median,-0.179061339158038
PSMA5,PSMA7,earlyS.median,0.749284359964266
PSMA5,PSMB1,earlyS.median,0.0910698036153995
PSMA5,PSMB10,earlyS.median,-0.566118214758657
PSMA5,PSMB2,earlyS.median,0.751202920882488
PSMA5,PSMB3,earlyS.median,0.905651202912289
PSMA5,PSMB4,earlyS.median,0.517125341792306
PSMA5,PSMB5,earlyS.median,0.0629854946456
PSMA5,PSMB6,earlyS.median,-0.160789782790284
PSMA5,PSMB7,earlyS.median,0.322254813483604
PSMA5,PSMB9,earlyS.median,0.596646983457988
PSMA5,PSMC1,earlyS.median,0.0943914688957243
PSMA5,PSMC2,earlyS.median,0.300484020387002
PSMA5,PSMC3,earlyS.median,0.418516626086819
PSMA5,PSMC4,earlyS.median,-0.0371571561271604
PSMA5,PSMC5,earlyS.median,0.470723825190668
PSMA5,PSMC6,earlyS.median,-0.10016779851808
PSMA5,PSMD1,earlyS.median,-0.0990683923385666
PSMA5,PSMD10,earlyS.median,-0.171323832468876
PSMA5,PSMD11,earlyS.median,0.271303368014475
PSMA5,PSMD12,earlyS.median,0.197965936054485
PSMA5,PSMD13,earlyS.median,-0.0537373150349892
PSMA5,PSMD14,earlyS.median,-0.0350197200645262
PSMA5,PSMD2,earlyS.median,0.0812073668822076
PSMA5,PSMD3,earlyS.median,-0.0538369643177502
PSMA5,PSMD4,earlyS.median,0.233574623730748
PSMA5,PSMD5,earlyS.median,-0.382893926417943
PSMA5,PSMD6,earlyS.median,0.350813533027594
PSMA5,PSMD7,earlyS.median,-0.226019938585397
PSMA5,PSMD8,earlyS.median,0.0346637804934323
PSMA5,PSMD9,earlyS.median,0.159815497178071
PSMA5,PSME1,earlyS.median,0.192186004423044
PSMA5,PSME2,earlyS.median,0.356921938115806
PSMA5,PSME3,earlyS.median,0.344954050680927
PSMA5,PSME4,earlyS.median,-0.0586935745532991
PSMA5,PSMG1,earlyS.median,-0.332120126339728
PSMA5,PSMG2,earlyS.median,-0.0659533092434376
PSMA5,PSMG3,earlyS.median,0.357262728867057
PSMA5,PSMG4,earlyS.median,-0.959467449259151
PSMA6,PSMA7,earlyS.median,-0.397042531723824
PSMA6,PSMB1,earlyS.median,0.0773425294408066
PSMA6,PSMB10,earlyS.median,0.61259109245871
PSMA6,PSMB2,earlyS.median,-0.685731489690981
PSMA6,PSMB3,earlyS.median,-0.102941794968991
PSMA6,PSMB4,earlyS.median,0.0552596265479603
PSMA6,PSMB5,earlyS.median,-0.252195133589831
PSMA6,PSMB6,earlyS.median,0.640176471804023
PSMA6,PSMB7,earlyS.median,0.0246854790537665
PSMA6,PSMB9,earlyS.median,-0.897087866766778
PSMA6,PSMC1,earlyS.median,-0.1556948703424
PSMA6,PSMC2,earlyS.median,-0.211070992012319
PSMA6,PSMC3,earlyS.median,-0.285358790669994
PSMA6,PSMC4,earlyS.median,-0.266844929833059
PSMA6,PSMC5,earlyS.median,-0.357971374510717
PSMA6,PSMC6,earlyS.median,-0.596088378817382
PSMA6,PSMD1,earlyS.median,-0.224756456130346
PSMA6,PSMD10,earlyS.median,0.120171422037002
PSMA6,PSMD11,earlyS.median,-0.360660577897619
PSMA6,PSMD12,earlyS.median,-0.495587260136322
PSMA6,PSMD13,earlyS.median,-0.43096868534422
PSMA6,PSMD14,earlyS.median,-0.267230045841543
PSMA6,PSMD2,earlyS.median,-0.333488480435466
PSMA6,PSMD3,earlyS.median,-0.0204607446090616
PSMA6,PSMD4,earlyS.median,0.359446042694834
PSMA6,PSMD5,earlyS.median,0.531207487999519
PSMA6,PSMD6,earlyS.median,-0.538812154553986
PSMA6,PSMD7,earlyS.median,-0.0855464327179723
PSMA6,PSMD8,earlyS.median,-0.585737068579936
PSMA6,PSMD9,earlyS.median,0.0462996514288072
PSMA6,PSME1,earlyS.median,-0.165943914401926
PSMA6,PSME2,earlyS.median,-0.296584827110737
PSMA6,PSME3,earlyS.median,-0.659701709527535
PSMA6,PSME4,earlyS.median,-0.486188271827393
PSMA6,PSMG1,earlyS.median,0.363922531237379
PSMA6,PSMG2,earlyS.median,0.0931432506019435
PSMA6,PSMG3,earlyS.median,-0.258801608938763
PSMA6,PSMG4,earlyS.median,0.84752851284953
PSMA7,PSMB1,earlyS.median,-0.251761893943158
PSMA7,PSMB10,earlyS.median,-0.277327061655612
PSMA7,PSMB2,earlyS.median,0.812174444784662
PSMA7,PSMB3,earlyS.median,0.642078872242175
PSMA7,PSMB4,earlyS.median,0.102549801143214
PSMA7,PSMB5,earlyS.median,-0.0438674826784322
PSMA7,PSMB6,earlyS.median,-0.56127797939825
PSMA7,PSMB7,earlyS.median,0.0148087127663659
PSMA7,PSMB9,earlyS.median,0.328234116284293
PSMA7,PSMC1,earlyS.median,0.180686801547639
PSMA7,PSMC2,earlyS.median,0.304792861031196
PSMA7,PSMC3,earlyS.median,0.405399377734505
PSMA7,PSMC4,earlyS.median,0.196534307611791
PSMA7,PSMC5,earlyS.median,0.407991724161667
PSMA7,PSMC6,earlyS.median,0.13923549320185
PSMA7,PSMD1,earlyS.median,0.270901718397574
PSMA7,PSMD10,earlyS.median,-0.14217350796861
PSMA7,PSMD11,earlyS.median,0.433188945970747
PSMA7,PSMD12,earlyS.median,0.507406023714571
PSMA7,PSMD13,earlyS.median,0.225577877097113
PSMA7,PSMD14,earlyS.median,0.132031875635159
PSMA7,PSMD2,earlyS.median,0.240275806707087
PSMA7,PSMD3,earlyS.median,0.273559723602047
PSMA7,PSMD4,earlyS.median,0.259085276760308
PSMA7,PSMD5,earlyS.median,-0.220084771817234
PSMA7,PSMD6,earlyS.median,0.516292304775768
PSMA7,PSMD7,earlyS.median,0.200921119685424
PSMA7,PSMD8,earlyS.median,0.462969633601176
PSMA7,PSMD9,earlyS.median,0.0457255290081714
PSMA7,PSME1,earlyS.median,0.0226957524342198
PSMA7,PSME2,earlyS.median,0.237583737570345
PSMA7,PSME3,earlyS.median,0.50221938719501
PSMA7,PSME4,earlyS.median,-0.00790382978343831
PSMA7,PSMG1,earlyS.median,-0.375825568260751
PSMA7,PSMG2,earlyS.median,0.104618693912776
PSMA7,PSMG3,earlyS.median,0.702185508068553
PSMA7,PSMG4,earlyS.median,-0.702449668509076
PSMB1,PSMB10,earlyS.median,0.383343789820095
PSMB1,PSMB2,earlyS.median,0.0565076561862929
PSMB1,PSMB3,earlyS.median,0.312341046294169
PSMB1,PSMB4,earlyS.median,0.798482438110477
PSMB1,PSMB5,earlyS.median,0.72782167180376
PSMB1,PSMB6,earlyS.median,0.662734635962134
PSMB1,PSMB7,earlyS.median,0.871983534601499
PSMB1,PSMB9,earlyS.median,0.638388084754503
PSMB1,PSMC1,earlyS.median,-0.39457034386057
PSMB1,PSMC2,earlyS.median,-0.369243942174129
PSMB1,PSMC3,earlyS.median,-0.463116458458222
PSMB1,PSMC4,earlyS.median,-0.479685359003662
PSMB1,PSMC5,earlyS.median,-0.551238916055495
PSMB1,PSMC6,earlyS.median,-0.591189573202876
PSMB1,PSMD1,earlyS.median,-0.563407917997332
PSMB1,PSMD10,earlyS.median,0.566045118624758
PSMB1,PSMD11,earlyS.median,-0.319823846521065
PSMB1,PSMD12,earlyS.median,-0.602685265362437
PSMB1,PSMD13,earlyS.median,-0.496326187196509
PSMB1,PSMD14,earlyS.median,-0.442706039022183
PSMB1,PSMD2,earlyS.median,-0.497283609998003
PSMB1,PSMD3,earlyS.median,-0.452538995224835
PSMB1,PSMD4,earlyS.median,-0.256065999663681
PSMB1,PSMD5,earlyS.median,-0.0261254148822518
PSMB1,PSMD6,earlyS.median,-0.389371069880065
PSMB1,PSMD7,earlyS.median,-0.100236292566983
PSMB1,PSMD8,earlyS.median,-0.385744298373783
PSMB1,PSMD9,earlyS.median,0.0723761501532702
PSMB1,PSME1,earlyS.median,0.0388747342874979
PSMB1,PSME2,earlyS.median,-0.109046633098444
PSMB1,PSME3,earlyS.median,0.1559029945208
PSMB1,PSME4,earlyS.median,-0.393447316109492
PSMB1,PSMG1,earlyS.median,0.358215976696694
PSMB1,PSMG2,earlyS.median,0.142860998215624
PSMB1,PSMG3,earlyS.median,-0.420630695985225
PSMB1,PSMG4,earlyS.median,0.658605326048481
PSMB10,PSMB2,earlyS.median,-0.614274776203274
PSMB10,PSMB3,earlyS.median,-0.751297014772293
PSMB10,PSMB4,earlyS.median,0.416868959089284
PSMB10,PSMB5,earlyS.median,0.564575771151549
PSMB10,PSMB6,earlyS.median,0.310834335245822
PSMB10,PSMB7,earlyS.median,0.814509538747541
PSMB10,PSMB9,earlyS.median,-0.807141342368188
PSMB10,PSMC1,earlyS.median,0.330335998262265
PSMB10,PSMC2,earlyS.median,0.36623086405231
PSMB10,PSMC3,earlyS.median,0.26938252836209
PSMB10,PSMC4,earlyS.median,0.329007458107161
PSMB10,PSMC5,earlyS.median,0.13440679226236
PSMB10,PSMC6,earlyS.median,0.119564913650764
PSMB10,PSMD1,earlyS.median,0.0274090752386471
PSMB10,PSMD10,earlyS.median,0.772235483262809
PSMB10,PSMD11,earlyS.median,0.331390412598553
PSMB10,PSMD12,earlyS.median,-0.167368479443657
PSMB10,PSMD13,earlyS.median,0.129679087797516
PSMB10,PSMD14,earlyS.median,0.214020183680453
PSMB10,PSMD2,earlyS.median,0.291070986634247
PSMB10,PSMD3,earlyS.median,0.265735796540662
PSMB10,PSMD4,earlyS.median,0.284794994315571
PSMB10,PSMD5,earlyS.median,0.820153830738101
PSMB10,PSMD6,earlyS.median,0.188707536454455
PSMB10,PSMD7,earlyS.median,0.357604644340894
PSMB10,PSMD8,earlyS.median,-0.143570660592471
PSMB10,PSMD9,earlyS.median,-0.12079261378421
PSMB10,PSME1,earlyS.median,-0.161263187046638
PSMB10,PSME2,earlyS.median,-0.129881929665843
PSMB10,PSME3,earlyS.median,-0.416422711057512
PSMB10,PSME4,earlyS.median,-0.671447015497958
PSMB10,PSMG1,earlyS.median,0.823153629922634
PSMB10,PSMG2,earlyS.median,-0.187732215997783
PSMB10,PSMG3,earlyS.median,-0.00463712206548677
PSMB10,PSMG4,earlyS.median,0.249903718952633
PSMB2,PSMB3,earlyS.median,0.72632894853726
PSMB2,PSMB4,earlyS.median,0.323753138688822
PSMB2,PSMB5,earlyS.median,0.143189950804596
PSMB2,PSMB6,earlyS.median,-0.459779281878391
PSMB2,PSMB7,earlyS.median,0.162268815976239
PSMB2,PSMB9,earlyS.median,0.901002328680129
PSMB2,PSMC1,earlyS.median,-0.0684205285913329
PSMB2,PSMC2,earlyS.median,0.0746967591176691
PSMB2,PSMC3,earlyS.median,0.186740891798587
PSMB2,PSMC4,earlyS.median,-0.037795374738159
PSMB2,PSMC5,earlyS.median,0.225948787770762
PSMB2,PSMC6,earlyS.median,0.0549333256238382
PSMB2,PSMD1,earlyS.median,0.139231946491773
PSMB2,PSMD10,earlyS.median,-0.189685537106806
PSMB2,PSMD11,earlyS.median,0.235086238483547
PSMB2,PSMD12,earlyS.median,0.339135402261178
PSMB2,PSMD13,earlyS.median,0.0609903958504112
PSMB2,PSMD14,earlyS.median,-0.0619441018689658
PSMB2,PSMD2,earlyS.median,0.0570493528916969
PSMB2,PSMD3,earlyS.median,0.0708316336803761
PSMB2,PSMD4,earlyS.median,0.00836040207340389
PSMB2,PSMD5,earlyS.median,-0.515118806224997
PSMB2,PSMD6,earlyS.median,0.421026743247166
PSMB2,PSMD7,earlyS.median,0.0790218202577515
PSMB2,PSMD8,earlyS.median,0.489431468534501
PSMB2,PSMD9,earlyS.median,0.0703260276661525
PSMB2,PSME1,earlyS.median,0.193070288747103
PSMB2,PSME2,earlyS.median,0.342039722479564
PSMB2,PSME3,earlyS.median,0.756971966718613
PSMB2,PSME4,earlyS.median,0.149544771904782
PSMB2,PSMG1,earlyS.median,-0.437508056749858
PSMB2,PSMG2,earlyS.median,0.134823773367642
PSMB2,PSMG3,earlyS.median,0.488159154761656
PSMB2,PSMG4,earlyS.median,-0.882653369168303
PSMB3,PSMB4,earlyS.median,0.575554280767977
PSMB3,PSMB5,earlyS.median,0.0849069308729095
PSMB3,PSMB6,earlyS.median,0.05183645521824
PSMB3,PSMB7,earlyS.median,0.383237660623008
PSMB3,PSMB9,earlyS.median,0.788209814698774
PSMB3,PSMC1,earlyS.median,-0.252787038066629
PSMB3,PSMC2,earlyS.median,-0.119278103414162
PSMB3,PSMC3,earlyS.median,-0.0816314413021062
PSMB3,PSMC4,earlyS.median,-0.372058555421795
PSMB3,PSMC5,earlyS.median,0.0310907672146592
PSMB3,PSMC6,earlyS.median,-0.365207517104999
PSMB3,PSMD1,earlyS.median,-0.316218811561471
PSMB3,PSMD10,earlyS.median,-0.0409756311747801
PSMB3,PSMD11,earlyS.median,0.0445214410448204
PSMB3,PSMD12,earlyS.median,-0.0121645381773115
PSMB3,PSMD13,earlyS.median,-0.295183778515114
PSMB3,PSMD14,earlyS.median,-0.33266141917833
PSMB3,PSMD2,earlyS.median,-0.282398925534394
PSMB3,PSMD3,earlyS.median,-0.279484541336907
PSMB3,PSMD4,earlyS.median,0.0294919986623298
PSMB3,PSMD5,earlyS.median,-0.688475491302051
PSMB3,PSMD6,earlyS.median,0.116951863054528
PSMB3,PSMD7,earlyS.median,-0.273957237897173
PSMB3,PSMD8,earlyS.median,-0.149640517436247
PSMB3,PSMD9,earlyS.median,0.0920119893295543
PSMB3,PSME1,earlyS.median,-0.0367858297742347
PSMB3,PSME2,earlyS.median,0.0053625554009122
PSMB3,PSME3,earlyS.median,0.316585434465795
PSMB3,PSME4,earlyS.median,-0.187757629572724
PSMB3,PSMG1,earlyS.median,-0.381505009199125
PSMB3,PSMG2,earlyS.median,0.205338364537546
PSMB3,PSMG3,earlyS.median,0.165162230629585
PSMB3,PSMG4,earlyS.median,-0.693499941558739
PSMB4,PSMB5,earlyS.median,0.618914699720535
PSMB4,PSMB6,earlyS.median,0.5627551121055
PSMB4,PSMB7,earlyS.median,0.890285829949325
PSMB4,PSMB9,earlyS.median,0.550292027523943
PSMB4,PSMC1,earlyS.median,-0.107221639053698
PSMB4,PSMC2,earlyS.median,0.303742598009036
PSMB4,PSMC3,earlyS.median,0.334613428769578
PSMB4,PSMC4,earlyS.median,-0.244245913584362
PSMB4,PSMC5,earlyS.median,0.221344478494099
PSMB4,PSMC6,earlyS.median,-0.523793970476063
PSMB4,PSMD1,earlyS.median,-0.272737773052318
PSMB4,PSMD10,earlyS.median,0.479314373989377
PSMB4,PSMD11,earlyS.median,0.206913216443587
PSMB4,PSMD12,earlyS.median,-0.392575445093909
PSMB4,PSMD13,earlyS.median,-0.329166281692437
PSMB4,PSMD14,earlyS.median,-0.233521927864325
PSMB4,PSMD2,earlyS.median,-0.0907919449248569
PSMB4,PSMD3,earlyS.median,-0.115750795820432
PSMB4,PSMD4,earlyS.median,0.186859359353247
PSMB4,PSMD5,earlyS.median,-0.0533410004936072
PSMB4,PSMD6,earlyS.median,0.251430815588411
PSMB4,PSMD7,earlyS.median,0.114189181746913
PSMB4,PSMD8,earlyS.median,-0.204163641164281
PSMB4,PSMD9,earlyS.median,0.0940738557914831
PSMB4,PSME1,earlyS.median,0.2766940437048
PSMB4,PSME2,earlyS.median,0.384118115972517
PSMB4,PSME3,earlyS.median,0.176566544064894
PSMB4,PSME4,earlyS.median,-0.406311311580629
PSMB4,PSMG1,earlyS.median,0.413509950770093
PSMB4,PSMG2,earlyS.median,-0.208055957265052
PSMB4,PSMG3,earlyS.median,-0.241320343009156
PSMB4,PSMG4,earlyS.median,0.807576528559418
PSMB5,PSMB6,earlyS.median,0.33099722845199
PSMB5,PSMB7,earlyS.median,0.864046101008929
PSMB5,PSMB9,earlyS.median,0.437432055768496
PSMB5,PSMC1,earlyS.median,-0.0231033638266837
PSMB5,PSMC2,earlyS.median,-0.0164805291742906
PSMB5,PSMC3,earlyS.median,0.127690775756981
PSMB5,PSMC4,earlyS.median,-0.0686597383299211
PSMB5,PSMC5,earlyS.median,-0.114621684997027
PSMB5,PSMC6,earlyS.median,0.0116762332046533
PSMB5,PSMD1,earlyS.median,-0.322388229020701
PSMB5,PSMD10,earlyS.median,0.503255969173776
PSMB5,PSMD11,earlyS.median,-0.212238357035414
PSMB5,PSMD12,earlyS.median,-0.369830490688631
PSMB5,PSMD13,earlyS.median,-0.161666192696773
PSMB5,PSMD14,earlyS.median,-0.0566341665734196
PSMB5,PSMD2,earlyS.median,0.21284842540254
PSMB5,PSMD3,earlyS.median,-0.267461669690683
PSMB5,PSMD4,earlyS.median,-0.228611219405599
PSMB5,PSMD5,earlyS.median,0.218094198315533
PSMB5,PSMD6,earlyS.median,-0.311638837548992
PSMB5,PSMD7,earlyS.median,-0.0115079148283913
PSMB5,PSMD8,earlyS.median,-0.0659406150284475
PSMB5,PSMD9,earlyS.median,0.0852767012372591
PSMB5,PSME1,earlyS.median,0.346493135531586
PSMB5,PSME2,earlyS.median,0.45836551621317
PSMB5,PSME3,earlyS.median,0.394155607776698
PSMB5,PSME4,earlyS.median,-0.0726877987862808
PSMB5,PSMG1,earlyS.median,0.332544282760992
PSMB5,PSMG2,earlyS.median,-0.124246729262353
PSMB5,PSMG3,earlyS.median,-0.278323080004467
PSMB5,PSMG4,earlyS.median,0.798940686645458
PSMB6,PSMB7,earlyS.median,0.540256408378947
PSMB6,PSMB9,earlyS.median,0.30947914144301
PSMB6,PSMC1,earlyS.median,-0.337911703236758
PSMB6,PSMC2,earlyS.median,-0.293931464887074
PSMB6,PSMC3,earlyS.median,-0.351383293465563
PSMB6,PSMC4,earlyS.median,-0.456681734966895
PSMB6,PSMC5,earlyS.median,-0.37958193601465
PSMB6,PSMC6,earlyS.median,-0.572248839235485
PSMB6,PSMD1,earlyS.median,-0.398545787855711
PSMB6,PSMD10,earlyS.median,0.4359770370165
PSMB6,PSMD11,earlyS.median,-0.404179843017451
PSMB6,PSMD12,earlyS.median,-0.720019467891752
PSMB6,PSMD13,earlyS.median,-0.523391411113878
PSMB6,PSMD14,earlyS.median,-0.361018987613083
PSMB6,PSMD2,earlyS.median,-0.365172312045184
PSMB6,PSMD3,earlyS.median,-0.274957176861816
PSMB6,PSMD4,earlyS.median,0.0939307564663369
PSMB6,PSMD5,earlyS.median,0.0913827877747294
PSMB6,PSMD6,earlyS.median,-0.534030741701588
PSMB6,PSMD7,earlyS.median,0.0167586348365086
PSMB6,PSMD8,earlyS.median,-0.620444782697788
PSMB6,PSMD9,earlyS.median,0.130148781937628
PSMB6,PSME1,earlyS.median,0.0548371883934686
PSMB6,PSME2,earlyS.median,-0.244417237961121
PSMB6,PSME3,earlyS.median,-0.384028887169452
PSMB6,PSME4,earlyS.median,-0.344327999798729
PSMB6,PSMG1,earlyS.median,0.461290492747268
