bait,prey,t,corr
PSMC5,PSMD3,G1.median,0.702277089974364
PSMC5,PSMD4,G1.median,0.275632256199002
PSMC5,PSMD5,G1.median,0.860913704467377
PSMC5,PSMD6,G1.median,0.277583682340331
PSMC5,PSMD7,G1.median,0.176669028639296
PSMC5,PSMD8,G1.median,-0.343318404878276
PSMC5,PSMD9,G1.median,0.00619785845239849
PSMC5,PSME1,G1.median,0.184939152071136
PSMC5,PSME2,G1.median,-0.202243302729218
PSMC5,PSME3,G1.median,-0.167270325996056
PSMC5,PSME4,G1.median,0.604748689623689
PSMC5,PSMG1,G1.median,-0.0972273126729519
PSMC5,PSMG2,G1.median,-0.318406015156214
PSMC5,PSMG3,G1.median,-0.744013271237385
PSMC5,PSMG4,G1.median,0.624561690551339
PSMC6,PSMD1,G1.median,0.254369215638324
PSMC6,PSMD10,G1.median,-0.240387762417205
PSMC6,PSMD11,G1.median,0.949194797973137
PSMC6,PSMD12,G1.median,0.273272391714391
PSMC6,PSMD13,G1.median,0.620939711714609
PSMC6,PSMD14,G1.median,0.806153182937565
