bait,prey,distance,stage
PSMB6,PSMD6,0.424888642945788,earlyS
PSMB7,PSMD6,0.378418684512851,earlyS
PSMB9,PSMD6,0.428295514586706,earlyS
PSMC1,PSMD6,0.47431962805336,earlyS
PSMC2,PSMD6,0.342473633841414,earlyS
PSMC3,PSMD6,0.391250871271675,earlyS
PSMC4,PSMD6,0.425564665995998,earlyS
PSMC5,PSMD6,0.285654242937963,earlyS
PSMC6,PSMD6,0.588834829674216,earlyS
PSMD1,PSMD6,0.228758757393468,earlyS
PSMD10,PSMD6,0.403576770088496,earlyS
PSMD11,PSMD6,0.145917026128872,earlyS
PSMD12,PSMD6,0.42423416135656,earlyS
PSMD13,PSMD6,0.323937924220659,earlyS
PSMD14,PSMD6,0.308259676956436,earlyS
PSMD2,PSMD6,0.381929591349898,earlyS
PSMD3,PSMD6,0.294197307291177,earlyS
PSMD4,PSMD6,0.29168683404807,earlyS
PSMD5,PSMD6,0.389742296887049,earlyS
PSMA1,PSMD7,0.228598307868117,earlyS
PSMA2,PSMD7,0.179409008080319,earlyS
PSMA3,PSMD7,0.212702979104388,earlyS
PSMA4,PSMD7,0.340877695179468,earlyS
PSMA5,PSMD7,0.32817118970315,earlyS
PSMA6,PSMD7,0.314565260867024,earlyS
PSMA7,PSMD7,0.244254676800595,earlyS
PSMB1,PSMD7,0.261140046692873,earlyS
PSMB10,PSMD7,0.252519443152323,earlyS
PSMB2,PSMD7,0.319050097536585,earlyS
PSMB3,PSMD7,0.350543135280511,earlyS
PSMB4,PSMD7,0.210270810746512,earlyS
PSMB5,PSMD7,0.246794537000405,earlyS
PSMB6,PSMD7,0.257376176776108,earlyS
PSMB7,PSMD7,0.236327825088902,earlyS
PSMB9,PSMD7,0.367752346140429,earlyS
PSMC1,PSMD7,0.168159169329096,earlyS
PSMC2,PSMD7,0.175168714760509,earlyS
PSMC3,PSMD7,0.235587677516851,earlyS
PSMC4,PSMD7,0.198527594307258,earlyS
PSMC5,PSMD7,0.198007113441899,earlyS
PSMC6,PSMD7,0.37412240080591,earlyS
PSMD1,PSMD7,0.162023102636766,earlyS
PSMD10,PSMD7,0.275531385866687,earlyS
PSMD11,PSMD7,0.237967631412227,earlyS
PSMD12,PSMD7,0.49506637781307,earlyS
PSMD13,PSMD7,0.27060878844635,earlyS
PSMD14,PSMD7,0.152975417115021,earlyS
PSMD2,PSMD7,0.198732128556381,earlyS
PSMD3,PSMD7,0.306365589737721,earlyS
PSMD4,PSMD7,0.147542686838025,earlyS
PSMD5,PSMD7,0.268937790742566,earlyS
PSMD6,PSMD7,0.23548009374813,earlyS
PSMA1,PSMD8,0.245048221990484,earlyS
PSMA2,PSMD8,0.253348325248662,earlyS
PSMA3,PSMD8,0.320487507236799,earlyS
PSMA4,PSMD8,0.308509579268778,earlyS
PSMA5,PSMD8,0.273966185268274,earlyS
PSMA6,PSMD8,0.439306541838287,earlyS
PSMA7,PSMD8,0.26911590718283,earlyS
PSMB1,PSMD8,0.348000296356424,earlyS
PSMB10,PSMD8,0.389663534701663,earlyS
PSMB2,PSMD8,0.220624499902321,earlyS
PSMB3,PSMD8,0.313740023660389,earlyS
PSMB4,PSMD8,0.299285370434119,earlyS
PSMB5,PSMD8,0.317020293038711,earlyS
PSMB6,PSMD8,0.378075686663453,earlyS
PSMB7,PSMD8,0.325037230912165,earlyS
PSMB9,PSMD8,0.328090109094036,earlyS
PSMC1,PSMD8,0.621561557555809,earlyS
PSMC2,PSMD8,0.530416335611843,earlyS
PSMC3,PSMD8,0.488443426690671,earlyS
PSMC4,PSMD8,0.567995507405612,earlyS
PSMC5,PSMD8,0.429830307849379,earlyS
PSMC6,PSMD8,0.774746007094773,earlyS
PSMD1,PSMD8,0.166662308122818,earlyS
PSMD10,PSMD8,0.474319952599842,earlyS
PSMD11,PSMD8,0.397637135999115,earlyS
PSMD12,PSMD8,0.578276221206546,earlyS
PSMD13,PSMD8,0.514935620376629,earlyS
PSMD14,PSMD8,0.424606471338531,earlyS
PSMD2,PSMD8,0.483031774457588,earlyS
PSMD3,PSMD8,0.294975950114016,earlyS
PSMD4,PSMD8,0.226876928099118,earlyS
PSMD5,PSMD8,0.344065760057001,earlyS
PSMD6,PSMD8,0.29305950051709,earlyS
PSMD7,PSMD8,0.260275747904626,earlyS
PSMA1,PSMD9,0.172789503149713,earlyS
PSMA2,PSMD9,0.181810803360212,earlyS
PSMA3,PSMD9,0.217744552872466,earlyS
PSMA4,PSMD9,0.293668374418628,earlyS
PSMA5,PSMD9,0.281629113187231,earlyS
PSMA6,PSMD9,0.265946994292398,earlyS
PSMA7,PSMD9,0.206353338435347,earlyS
PSMB1,PSMD9,0.233747837054095,earlyS
PSMB10,PSMD9,0.299117866293819,earlyS
PSMB2,PSMD9,0.285669087136371,earlyS
PSMB3,PSMD9,0.351848268708305,earlyS
PSMB4,PSMD9,0.235565430019816,earlyS
PSMB5,PSMD9,0.245246537436342,earlyS
PSMB6,PSMD9,0.200941476460967,earlyS
PSMB7,PSMD9,0.216404284363031,earlyS
PSMB9,PSMD9,0.286796134686372,earlyS
PSMC1,PSMD9,0.543950443504142,earlyS
PSMC2,PSMD9,0.542776056329013,earlyS
PSMC3,PSMD9,0.528181466175555,earlyS
PSMC4,PSMD9,0.578938562056736,earlyS
PSMC5,PSMD9,0.447842846982646,earlyS
PSMC6,PSMD9,0.810717548105389,earlyS
PSMD1,PSMD9,0.276485378657252,earlyS
PSMD10,PSMD9,0.510110245124247,earlyS
PSMD11,PSMD9,0.446968586766336,earlyS
PSMD12,PSMD9,0.597482727659569,earlyS
PSMD13,PSMD9,0.487444994852534,earlyS
PSMD14,PSMD9,0.36586492093161,earlyS
PSMD2,PSMD9,0.468823736573872,earlyS
PSMD3,PSMD9,0.426090046358623,earlyS
PSMD4,PSMD9,0.214258728792001,earlyS
PSMD5,PSMD9,0.237233461796865,earlyS
PSMD6,PSMD9,0.411428906296568,earlyS
PSMD7,PSMD9,0.3062681246355,earlyS
PSMD8,PSMD9,0.314405652982337,earlyS
PSMA1,PSME1,0.217652196863775,earlyS
PSMA2,PSME1,0.284885034179433,earlyS
PSMA3,PSME1,0.354466788048566,earlyS
PSMA4,PSME1,0.34184586841695,earlyS
PSMA5,PSME1,0.311034716860976,earlyS
PSMA6,PSME1,0.378397542117631,earlyS
PSMA7,PSME1,0.310617841036727,earlyS
PSMB1,PSME1,0.288660369486948,earlyS
PSMB10,PSME1,0.383961424494532,earlyS
PSMB2,PSME1,0.328968260507747,earlyS
PSMB3,PSME1,0.379900494940703,earlyS
PSMB4,PSME1,0.278001160297119,earlyS
PSMB5,PSME1,0.263095032929665,earlyS
PSMB6,PSME1,0.298727632421206,earlyS
PSMB7,PSME1,0.279562359205258,earlyS
PSMB9,PSME1,0.244184909981571,earlyS
PSMC1,PSME1,0.532308234933447,earlyS
PSMC2,PSME1,0.552097477418679,earlyS
PSMC3,PSME1,0.49097564593163,earlyS
PSMC4,PSME1,0.560701679092934,earlyS
PSMC5,PSME1,0.4412774231996,earlyS
PSMC6,PSME1,0.823239531773304,earlyS
PSMD1,PSME1,0.301271416255388,earlyS
PSMD10,PSME1,0.607477527137003,earlyS
PSMD11,PSME1,0.495246061435833,earlyS
PSMD12,PSME1,0.614558456152286,earlyS
PSMD13,PSME1,0.506179705403798,earlyS
PSMD14,PSME1,0.386249430674974,earlyS
PSMD2,PSME1,0.440674494581484,earlyS
PSMD3,PSME1,0.377961708996291,earlyS
PSMD4,PSME1,0.247612736960095,earlyS
PSMD5,PSME1,0.289728901637129,earlyS
PSMD6,PSME1,0.450887910936849,earlyS
PSMD7,PSME1,0.368117705408284,earlyS
PSMD8,PSME1,0.297846438521581,earlyS
PSMD9,PSME1,0.237513610944089,earlyS
PSMA1,PSME2,0.218914068874877,earlyS
PSMA2,PSME2,0.304062875582272,earlyS
PSMA3,PSME2,0.328559480577627,earlyS
PSMA4,PSME2,0.32732406126381,earlyS
PSMA5,PSME2,0.279097520145051,earlyS
PSMA6,PSME2,0.371586189670306,earlyS
PSMA7,PSME2,0.291098470287824,earlyS
PSMB1,PSME2,0.310411770374284,earlyS
PSMB10,PSME2,0.368641606532094,earlyS
PSMB2,PSME2,0.309940917953871,earlyS
PSMB3,PSME2,0.337043784935943,earlyS
PSMB4,PSME2,0.282226837077104,earlyS
PSMB5,PSME2,0.254696502964915,earlyS
PSMB6,PSME2,0.332702621526698,earlyS
PSMB7,PSME2,0.288015950099994,earlyS
PSMB9,PSME2,0.209447557032535,earlyS
PSMC1,PSME2,0.629602543438233,earlyS
PSMC2,PSME2,0.590594725002147,earlyS
PSMC3,PSME2,0.526560703670439,earlyS
PSMC4,PSME2,0.608115855783661,earlyS
PSMC5,PSME2,0.485788192535831,earlyS
PSMC6,PSME2,0.821491888719124,earlyS
PSMD1,PSME2,0.289800360962582,earlyS
PSMD10,PSME2,0.593758207987266,earlyS
PSMD11,PSME2,0.514958283646204,earlyS
PSMD12,PSME2,0.675378646486294,earlyS
PSMD13,PSME2,0.587670602697972,earlyS
PSMD14,PSME2,0.440889810684674,earlyS
PSMD2,PSME2,0.503786564929933,earlyS
PSMD3,PSME2,0.409308075064128,earlyS
PSMD4,PSME2,0.236635419911225,earlyS
PSMD5,PSME2,0.265892619740754,earlyS
PSMD6,PSME2,0.451614056337494,earlyS
PSMD7,PSME2,0.37762500823716,earlyS
PSMD8,PSME2,0.253778660447819,earlyS
PSMD9,PSME2,0.23773729420746,earlyS
PSME1,PSME2,0.131563606428275,earlyS
PSMA1,PSME3,0.179332674660716,earlyS
PSMA2,PSME3,0.213041599128271,earlyS
PSMA3,PSME3,0.235739941440355,earlyS
PSMA4,PSME3,0.216836636020258,earlyS
PSMA5,PSME3,0.268829691629661,earlyS
PSMA6,PSME3,0.363890811196078,earlyS
PSMA7,PSME3,0.177752630457225,earlyS
PSMB1,PSME3,0.246936912278826,earlyS
PSMB10,PSME3,0.346897893624453,earlyS
PSMB2,PSME3,0.155786386063338,earlyS
PSMB3,PSME3,0.338303258592475,earlyS
PSMB4,PSME3,0.241595356705559,earlyS
PSMB5,PSME3,0.218669821192566,earlyS
PSMB6,PSME3,0.263327189094319,earlyS
PSMB7,PSME3,0.223056917811291,earlyS
PSMB9,PSME3,0.128428279906573,earlyS
PSMC1,PSME3,0.642619599725402,earlyS
PSMC2,PSME3,0.644769953537655,earlyS
PSMC3,PSME3,0.61432436470373,earlyS
PSMC4,PSME3,0.654269447326503,earlyS
PSMC5,PSME3,0.538086388494478,earlyS
PSMC6,PSME3,0.870007764769257,earlyS
PSMD1,PSME3,0.307088432198801,earlyS
PSMD10,PSME3,0.521568674440597,earlyS
PSMD11,PSME3,0.497673668562367,earlyS
PSMD12,PSME3,0.637413324589636,earlyS
PSMD13,PSME3,0.554720070877318,earlyS
PSMD14,PSME3,0.470473309240207,earlyS
PSMD2,PSME3,0.557888399601627,earlyS
PSMD3,PSME3,0.455962916362545,earlyS
PSMD4,PSME3,0.296081285743564,earlyS
PSMD5,PSME3,0.287416417966554,earlyS
PSMD6,PSME3,0.413450254804094,earlyS
PSMD7,PSME3,0.301405915959565,earlyS
PSMD8,PSME3,0.212626094412168,earlyS
PSMD9,PSME3,0.23302863864437,earlyS
PSME1,PSME3,0.267527269457106,earlyS
PSME2,PSME3,0.206256177456276,earlyS
PSMA1,PSME4,0.0961491706882202,earlyS
PSMA2,PSME4,0.138809529761779,earlyS
PSMA3,PSME4,0.171122883235113,earlyS
PSMA4,PSME4,0.200421829429566,earlyS
PSMA5,PSME4,0.171385617016802,earlyS
PSMA6,PSME4,0.248426318491659,earlyS
PSMA7,PSME4,0.155930448748323,earlyS
PSMB1,PSME4,0.185400877969482,earlyS
PSMB10,PSME4,0.320487954403361,earlyS
PSMB2,PSME4,0.227493310598873,earlyS
PSMB3,PSME4,0.202437399838451,earlyS
PSMB4,PSME4,0.143352180807128,earlyS
PSMB5,PSME4,0.176581411193243,earlyS
PSMB6,PSME4,0.173187324774825,earlyS
PSMB7,PSME4,0.163456368569518,earlyS
PSMB9,PSME4,0.10327674388422,earlyS
PSMC1,PSME4,0.127812687110331,earlyS
PSMC2,PSME4,0.225848241419997,earlyS
PSMC3,PSME4,0.101415691785723,earlyS
PSMC4,PSME4,0.145446302084686,earlyS
PSMC5,PSME4,0.147601505658093,earlyS
PSMC6,PSME4,0.35899616071806,earlyS
PSMD1,PSME4,0.101541828134447,earlyS
PSMD10,PSME4,0.476736254249554,earlyS
PSMD11,PSME4,0.343309815616664,earlyS
PSMD12,PSME4,0.47447671953689,earlyS
PSMD13,PSME4,0.284050951530508,earlyS
PSMD14,PSME4,0.0946761795657475,earlyS
PSMD2,PSME4,0.0808316400288575,earlyS
PSMD3,PSME4,0.152053419551111,earlyS
PSMD4,PSME4,0.117883510075541,earlyS
PSMD5,PSME4,0.253967790185791,earlyS
PSMD6,PSME4,0.320645340543729,earlyS
PSMD7,PSME4,0.231767033914385,earlyS
PSMD8,PSME4,0.164532968738757,earlyS
PSMD9,PSME4,0.154859968593151,earlyS
PSME1,PSME4,0.197665876821362,earlyS
PSME2,PSME4,0.221049963493566,earlyS
PSME3,PSME4,0.163095477518932,earlyS
PSMA1,PSMG1,0.140655516503414,earlyS
PSMA2,PSMG1,0.152219439401722,earlyS
PSMA3,PSMG1,0.0947036066036804,earlyS
PSMA4,PSMG1,0.258703786168486,earlyS
PSMA5,PSMG1,0.257598719806219,earlyS
PSMA6,PSMG1,0.145353875002687,earlyS
PSMA7,PSMG1,0.170911218719441,earlyS
PSMB1,PSMG1,0.114007781878621,earlyS
PSMB10,PSMG1,0.137488977463024,earlyS
PSMB2,PSMG1,0.309210930075403,earlyS
PSMB3,PSMG1,0.286264950930056,earlyS
PSMB4,PSMG1,0.083391148209551,earlyS
PSMB5,PSMG1,0.11891545979109,earlyS
PSMB6,PSMG1,0.108076382110433,earlyS
PSMB7,PSMG1,0.0850967456124985,earlyS
PSMB9,PSMG1,0.350930875519801,earlyS
PSMC1,PSMG1,0.217267497287952,earlyS
PSMC2,PSMG1,0.285987344787552,earlyS
PSMC3,PSMG1,0.339646442277485,earlyS
PSMC4,PSMG1,0.30884304733896,earlyS
PSMC5,PSMG1,0.279782634517902,earlyS
PSMC6,PSMG1,0.42558673787396,earlyS
PSMD1,PSMG1,0.27061563072403,earlyS
PSMD10,PSMG1,0.332350143072013,earlyS
PSMD11,PSMG1,0.318239760359793,earlyS
PSMD12,PSMG1,0.552181106101192,earlyS
PSMD13,PSMG1,0.345745679596518,earlyS
PSMD14,PSMG1,0.193283087977744,earlyS
PSMD2,PSMG1,0.286129008160229,earlyS
PSMD3,PSMG1,0.421991362488376,earlyS
PSMD4,PSMG1,0.149865335007151,earlyS
PSMD5,PSMG1,0.132018406095267,earlyS
PSMD6,PSMG1,0.324312931134778,earlyS
PSMD7,PSMG1,0.203593458741852,earlyS
PSMD8,PSMG1,0.339960691637881,earlyS
PSMD9,PSMG1,0.246011479245402,earlyS
PSME1,PSMG1,0.32249487547608,earlyS
PSME2,PSMG1,0.323440513600782,earlyS
PSME3,PSMG1,0.260584458631386,earlyS
PSME4,PSMG1,0.192286794460292,earlyS
PSMA1,PSMG2,0.169087685354538,earlyS
PSMA2,PSMG2,0.165632060123164,earlyS
PSMA3,PSMG2,0.102826952546362,earlyS
PSMA4,PSMG2,0.16799506096119,earlyS
PSMA5,PSMG2,0.262906520338016,earlyS
PSMA6,PSMG2,0.222044231317935,earlyS
PSMA7,PSMG2,0.148377001438489,earlyS
PSMB1,PSMG2,0.121633127635635,earlyS
PSMB10,PSMG2,0.253022846391042,earlyS
PSMB2,PSMG2,0.228862259094857,earlyS
PSMB3,PSMG2,0.282337790774234,earlyS
PSMB4,PSMG2,0.169253719081257,earlyS
PSMB5,PSMG2,0.150317772839136,earlyS
PSMB6,PSMG2,0.162888310017646,earlyS
PSMB7,PSMG2,0.136900999878669,earlyS
PSMB9,PSMG2,0.212632442014767,earlyS
PSMC1,PSMG2,0.694696389040893,earlyS
PSMC2,PSMG2,0.656490702729219,earlyS
PSMC3,PSMG2,0.66719186298718,earlyS
PSMC4,PSMG2,0.695465123136138,earlyS
PSMC5,PSMG2,0.5657358751332,earlyS
PSMC6,PSMG2,0.898638172624065,earlyS
PSMD1,PSMG2,0.337873780248939,earlyS
PSMD10,PSMG2,0.431054482304743,earlyS
PSMD11,PSMG2,0.479783618120995,earlyS
PSMD12,PSMG2,0.665155280526393,earlyS
PSMD13,PSMG2,0.595212256431306,earlyS
PSMD14,PSMG2,0.488950050477374,earlyS
PSMD2,PSMG2,0.597161304030054,earlyS
PSMD3,PSMG2,0.493242774554321,earlyS
PSMD4,PSMG2,0.282414190854574,earlyS
PSMD5,PSMG2,0.241542866516716,earlyS
PSMD6,PSMG2,0.421501875243267,earlyS
PSMD7,PSMG2,0.294933205603638,earlyS
PSMD8,PSMG2,0.345724507320096,earlyS
PSMD9,PSMG2,0.244658529915367,earlyS
PSME1,PSMG2,0.341622839357599,earlyS
PSME2,PSMG2,0.323658678839561,earlyS
PSME3,PSMG2,0.194257782076391,earlyS
PSME4,PSMG2,0.16716771727126,earlyS
PSMG1,PSMG2,0.15377912247515,earlyS
PSMA1,PSMG3,0.134824090004562,earlyS
PSMA2,PSMG3,0.09876772976546,earlyS
PSMA3,PSMG3,0.138143010265851,earlyS
PSMA4,PSMG3,0.199820454240337,earlyS
PSMA5,PSMG3,0.223818946431627,earlyS
PSMA6,PSMG3,0.230560706517856,earlyS
PSMA7,PSMG3,0.0929163743775917,earlyS
PSMB1,PSMG3,0.185213673728853,earlyS
PSMB10,PSMG3,0.212884923945649,earlyS
PSMB2,PSMG3,0.209297451629942,earlyS
PSMB3,PSMG3,0.302518817253749,earlyS
PSMB4,PSMG3,0.190940916358878,earlyS
PSMB5,PSMG3,0.20279916747547,earlyS
PSMB6,PSMG3,0.164749338702224,earlyS
PSMB7,PSMG3,0.159967773793407,earlyS
PSMB9,PSMG3,0.254921625411736,earlyS
PSMC1,PSMG3,0.546069721256365,earlyS
PSMC2,PSMG3,0.53153910414743,earlyS
PSMC3,PSMG3,0.535615223240092,earlyS
PSMC4,PSMG3,0.576112770409231,earlyS
PSMC5,PSMG3,0.436330646813789,earlyS
PSMC6,PSMG3,0.803215507960281,earlyS
PSMD1,PSMG3,0.239368998321841,earlyS
PSMD10,PSMG3,0.424015193602357,earlyS
PSMD11,PSMG3,0.372439200780192,earlyS
PSMD12,PSMG3,0.568500705794729,earlyS
PSMD13,PSMG3,0.465349800810151,earlyS
PSMD14,PSMG3,0.376097625521876,earlyS
PSMD2,PSMG3,0.477433837013559,earlyS
PSMD3,PSMG3,0.381401788930649,earlyS
PSMD4,PSMG3,0.182806628275859,earlyS
PSMD5,PSMG3,0.180011858220557,earlyS
PSMD6,PSMG3,0.312043621063424,earlyS
PSMD7,PSMG3,0.239193591256666,earlyS
PSMD8,PSMG3,0.260923356658064,earlyS
PSMD9,PSMG3,0.185382025776803,earlyS
PSME1,PSMG3,0.270523996786518,earlyS
PSME2,PSMG3,0.256492525469487,earlyS
PSME3,PSMG3,0.187207222487414,earlyS
PSME4,PSMG3,0.14037757094736,earlyS
PSMG1,PSMG3,0.127996010843109,earlyS
PSMG2,PSMG3,0.128987811329405,earlyS
PSMA1,PSMG4,0.509765878923429,earlyS
PSMA2,PSMG4,0.471191742279556,earlyS
PSMA3,PSMG4,0.493928707520472,earlyS
PSMA4,PSMG4,0.631836747874163,earlyS
PSMA5,PSMG4,0.655894030581674,earlyS
PSMA6,PSMG4,0.409330819228752,earlyS
PSMA7,PSMG4,0.613073499572485,earlyS
PSMB1,PSMG4,0.387215796508131,earlyS
PSMB10,PSMG4,0.467930016343014,earlyS
PSMB2,PSMG4,0.694486450907503,earlyS
PSMB3,PSMG4,0.536287062445219,earlyS
PSMB4,PSMG4,0.500389017250666,earlyS
PSMB5,PSMG4,0.453510127723759,earlyS
PSMB6,PSMG4,0.400104529855555,earlyS
PSMB7,PSMG4,0.486172212087258,earlyS
PSMC1,PSMG4,0.548901839251094,earlyS
PSMC2,PSMG4,0.509033763948003,earlyS
PSMC3,PSMG4,0.559910663988967,earlyS
PSMC4,PSMG4,0.562246749628997,earlyS
PSMC5,PSMG4,0.518063035073864,earlyS
PSMC6,PSMG4,0.511006341977186,earlyS
PSMD1,PSMG4,0.507733336362589,earlyS
PSMD10,PSMG4,0.640123318999187,earlyS
PSMD11,PSMG4,0.574078471280994,earlyS
PSMD12,PSMG4,0.586986657121382,earlyS
PSMD13,PSMG4,0.471679257576148,earlyS
PSMD14,PSMG4,0.456838016096513,earlyS
PSMD2,PSMG4,0.490954402025382,earlyS
PSMD3,PSMG4,0.458571660675096,earlyS
PSMD4,PSMG4,0.493798383733172,earlyS
PSMD5,PSMG4,0.503300501194772,earlyS
PSMD6,PSMG4,0.652340029551951,earlyS
PSMD7,PSMG4,0.501536087147761,earlyS
PSMD8,PSMG4,0.642789207160419,earlyS
PSMD9,PSMG4,0.478168103528283,earlyS
PSME1,PSMG4,0.526777311177194,earlyS
PSME2,PSMG4,0.638741635447353,earlyS
PSME3,PSMG4,0.619061156305081,earlyS
PSME4,PSMG4,0.493501378577277,earlyS
PSMG1,PSMG4,0.463454538614776,earlyS
PSMG2,PSMG4,0.482629995153687,earlyS
PSMG3,PSMG4,0.525391907633168,earlyS
PSMA1,PSMA2,0.262167684473069,lateS
PSMA1,PSMA3,0.256132617737438,lateS
PSMA2,PSMA3,0.187409919485406,lateS
PSMA1,PSMA4,0.22812793807261,lateS
PSMA2,PSMA4,0.263396732693306,lateS
PSMA3,PSMA4,0.253791489264305,lateS
PSMA1,PSMA5,0.289319429994319,lateS
PSMA2,PSMA5,0.393842375389845,lateS
PSMA3,PSMA5,0.433238740719222,lateS
PSMA4,PSMA5,0.220804259839588,lateS
PSMA1,PSMA6,0.297168237060867,lateS
PSMA2,PSMA6,0.189664237925462,lateS
PSMA3,PSMA6,0.109086183913304,lateS
PSMA4,PSMA6,0.270496542882853,lateS
PSMA5,PSMA6,0.440439825857914,lateS
PSMA1,PSMA7,0.254645338393789,lateS
PSMA2,PSMA7,0.164899219524649,lateS
PSMA3,PSMA7,0.159145190921163,lateS
PSMA4,PSMA7,0.169900836875734,lateS
PSMA5,PSMA7,0.343319534762601,lateS
PSMA6,PSMA7,0.181990158061695,lateS
PSMA1,PSMB1,0.142012669684701,lateS
PSMA2,PSMB1,0.192743714028053,lateS
PSMA3,PSMB1,0.20936512163501,lateS
PSMA4,PSMB1,0.193857026687836,lateS
PSMA5,PSMB1,0.279289308021343,lateS
PSMA6,PSMB1,0.216297162207493,lateS
PSMA7,PSMB1,0.195863724757377,lateS
PSMA1,PSMB10,0.306014688891668,lateS
PSMA2,PSMB10,0.246898283351691,lateS
PSMA3,PSMB10,0.3521155627272,lateS
PSMA4,PSMB10,0.362886135263142,lateS
PSMA5,PSMB10,0.357717394910615,lateS
PSMA6,PSMB10,0.364768089928541,lateS
PSMA7,PSMB10,0.312621839393103,lateS
PSMB1,PSMB10,0.286271057122408,lateS
PSMA1,PSMB2,0.122216673746263,lateS
PSMA2,PSMB2,0.288945563285073,lateS
PSMA3,PSMB2,0.280419063554218,lateS
PSMA4,PSMB2,0.184306715698569,lateS
PSMA5,PSMB2,0.260752322783959,lateS
PSMA6,PSMB2,0.323803220870979,lateS
PSMA7,PSMB2,0.237623223781683,lateS
PSMB1,PSMB2,0.203064083947253,lateS
PSMB10,PSMB2,0.376974194337788,lateS
PSMA1,PSMB3,0.242013086113918,lateS
PSMA2,PSMB3,0.343501398827188,lateS
PSMA3,PSMB3,0.377983827681636,lateS
PSMA4,PSMB3,0.211705176113722,lateS
PSMA5,PSMB3,0.16082429959008,lateS
PSMA6,PSMB3,0.392730604143785,lateS
PSMA7,PSMB3,0.313872161345514,lateS
PSMB1,PSMB3,0.222673092016081,lateS
PSMB10,PSMB3,0.348668339188922,lateS
PSMB2,PSMB3,0.226508766945577,lateS
PSMA1,PSMB4,0.183645908508962,lateS
PSMA2,PSMB4,0.180413931654398,lateS
PSMA3,PSMB4,0.0971167875029331,lateS
PSMA4,PSMB4,0.203610917683814,lateS
PSMA5,PSMB4,0.363479755513789,lateS
PSMA6,PSMB4,0.143998421721419,lateS
PSMA7,PSMB4,0.161205001107885,lateS
PSMB1,PSMB4,0.146746994182527,lateS
PSMB10,PSMB4,0.353504891445974,lateS
PSMB2,PSMB4,0.221897103547386,lateS
PSMB3,PSMB4,0.314381276415761,lateS
PSMA1,PSMB5,0.119146815656549,lateS
PSMA2,PSMB5,0.208726713737071,lateS
PSMA3,PSMB5,0.175275803502847,lateS
PSMA4,PSMB5,0.211537685629421,lateS
PSMA5,PSMB5,0.316809789419053,lateS
PSMA6,PSMB5,0.209663715893331,lateS
PSMA7,PSMB5,0.204376504673281,lateS
PSMB1,PSMB5,0.105796684978091,lateS
PSMB10,PSMB5,0.34099909027546,lateS
PSMB2,PSMB5,0.190236151231857,lateS
PSMB3,PSMB5,0.266232398419874,lateS
PSMB4,PSMB5,0.0897452389945198,lateS
PSMA1,PSMB6,0.203630005691329,lateS
PSMA2,PSMB6,0.180579825703759,lateS
PSMA3,PSMB6,0.138345819880044,lateS
PSMA4,PSMB6,0.217304815973724,lateS
PSMA5,PSMB6,0.356819565691791,lateS
PSMA6,PSMB6,0.129207532786479,lateS
PSMA7,PSMB6,0.162979945404446,lateS
PSMB1,PSMB6,0.141261223079667,lateS
PSMB10,PSMB6,0.374758286901637,lateS
PSMB2,PSMB6,0.238710814875506,lateS
PSMB3,PSMB6,0.317242653346985,lateS
PSMB4,PSMB6,0.0836346354238928,lateS
PSMB5,PSMB6,0.109551233400759,lateS
PSMA1,PSMB7,0.18659039701239,lateS
PSMA2,PSMB7,0.21413476169241,lateS
PSMA3,PSMB7,0.143046273523305,lateS
PSMA4,PSMB7,0.222077588917152,lateS
PSMA5,PSMB7,0.353436522350629,lateS
PSMA6,PSMB7,0.164959343797779,lateS
PSMA7,PSMB7,0.198748999260031,lateS
PSMB1,PSMB7,0.137265849679389,lateS
PSMB10,PSMB7,0.386935568398904,lateS
PSMB2,PSMB7,0.240072461277727,lateS
PSMB3,PSMB7,0.311626878485152,lateS
PSMB4,PSMB7,0.0660862364227494,lateS
PSMB5,PSMB7,0.0770105900010559,lateS
PSMB6,PSMB7,0.0749204531414634,lateS
PSMA1,PSMB9,0.161136303294695,lateS
PSMA2,PSMB9,0.37293262289549,lateS
PSMA3,PSMB9,0.430635551999547,lateS
PSMA4,PSMB9,0.276220447692497,lateS
PSMA5,PSMB9,0.111481830913039,lateS
PSMA6,PSMB9,0.529217964530579,lateS
PSMA7,PSMB9,0.377792165386322,lateS
PSMB1,PSMB9,0.241971281914468,lateS
PSMB10,PSMB9,0.302487215104044,lateS
PSMB2,PSMB9,0.223445149367545,lateS
PSMB3,PSMB9,0.217005162146254,lateS
PSMB4,PSMB9,0.318965257376669,lateS
PSMB5,PSMB9,0.231948754274729,lateS
PSMB6,PSMB9,0.362472412239317,lateS
PSMB7,PSMB9,0.314950709714548,lateS
PSMA1,PSMC1,0.352603144915364,lateS
PSMA2,PSMC1,0.231240536897005,lateS
PSMA3,PSMC1,0.340564518272422,lateS
PSMA4,PSMC1,0.361132494830654,lateS
PSMA5,PSMC1,0.430360719411552,lateS
PSMA6,PSMC1,0.34851422874447,lateS
PSMA7,PSMC1,0.318660586862618,lateS
PSMB1,PSMC1,0.296382526077578,lateS
PSMB10,PSMC1,0.223929534678773,lateS
PSMB2,PSMC1,0.412531237036958,lateS
PSMB3,PSMC1,0.418152029120736,lateS
PSMB4,PSMC1,0.310535695514679,lateS
PSMB5,PSMC1,0.311329403578349,lateS
PSMB6,PSMC1,0.328159070398402,lateS
PSMB7,PSMC1,0.324640650128301,lateS
