,gene_name,Temperature,G1_S.median,earlyS.median,lateS.median,S_G2.median,M.median,G1.median
0,A2M,37.0,1.0,0.84690362866449,0.99434812467618,1.05353596940508,0.70256788915224,1.58130982539208
1,A2M,40.4,1.0,0.895549931095194,0.941541320996206,1.06831523548917,0.827830305579834,2.37460718984954
2,A2M,44.0,1.0,0.998815325280497,1.08104182189554,1.17599628393954,0.755730228922939,1.24391313564804
3,A2M,46.9,1.0,1.07411491247552,1.11848759868754,1.14152519775564,1.23742014164498,1.53472386950583
4,A2M,49.8,1.0,0.840277147718978,1.01502965820929,1.07460756799146,0.694423204334607,1.1525608901766
5,A2M,52.9,1.0,1.0089712063716,1.16611768173276,1.24794235401517,0.680190918484676,1.09525811364047
6,A2M,55.5,1.0,0.843358651283384,0.944896312144278,1.0248419489591,0.477227236258328,1.25409063536205
9,A2M,66.3,1.0,0.840301346840705,0.899818525724472,0.886755359570752,0.524830822629417,2.88646970178223
10,AAAS,37.0,1.0,0.984600240903143,0.965866793442302,0.99106875308443,1.06234032536795,1.30494545446041
11,AAAS,40.4,1.0,0.946621563447082,0.928097156021374,0.949617962976702,1.0034845325078,1.17514273442731
12,AAAS,44.0,1.0,0.964754182540868,1.00608017826674,0.927580626012713,0.988174166657225,1.2099582589914
13,AAAS,46.9,1.0,0.959866569944093,0.975605061924537,0.908626334620077,0.816907543570362,1.01980741364651
14,AAAS,49.8,1.0,0.973092973055126,0.936423997911656,0.96409452695218,0.784638519229667,0.935006195021968
15,AAAS,52.9,1.0,0.942169170835421,0.927020883082839,0.935927792536014,0.42837103350933,0.672008590682629
16,AAAS,55.5,1.0,0.930227073408635,0.971427748710008,0.973851691830972,0.424527741522311,0.730232444629656
19,AACS,37.0,1.0,1.00984125810533,1.00364832622849,1.03191204219838,0.907760408321799,0.895085772371364
20,AACS,40.4,1.0,1.03651026352572,0.984406619146032,1.04526813336725,0.954025906707366,0.902495341918591
21,AACS,44.0,1.0,1.04006018794915,0.962148588072015,0.984874155425451,1.0340842174241,0.918140233376093
22,AACS,46.9,1.0,0.993595256691382,0.964879295503949,0.962766728006782,1.30255907670251,0.977176889188022
23,AACS,49.8,1.0,0.939822569701692,0.934748660824748,0.946867984038965,1.19752132348651,0.860033377445924
24,AACS,52.9,1.0,0.914041302101605,0.899294630362024,0.891324286524253,0.976566258739516,0.926824649453481
26,AAK1,37.0,1.0,1.01810196063032,1.02844346783177,0.992823144285298,0.962541142597235,0.960829982734524
27,AAK1,40.4,1.0,0.988866419067999,1.00131920251373,1.00166738568522,0.898836725148591,0.995262035305406
28,AAK1,44.0,1.0,0.990503919817398,0.984522390320702,1.0155265061491,0.906864622258256,0.932788350975307
29,AAK1,46.9,1.0,1.01518391821047,0.975812814269034,1.00897549170777,0.907413706862582,0.970023161398218
30,AAK1,49.8,1.0,1.0300075979698,0.992749788122244,1.0251121723683,0.898746395775069,0.986775667251383
31,AAK1,52.9,1.0,1.27716997647923,1.23526600521248,1.10917336125395,1.17324636204874,1.32715758401549
32,AAMDC,37.0,1.0,0.988095644552278,1.0218873978547,1.0439121335407,0.941711224290099,0.828199325353399
34,AAMDC,44.0,1.0,0.953742752270668,1.11195020872955,0.931644939954907,0.929257767518016,0.692527177510981
35,AAMDC,46.9,1.0,1.01815180789399,0.914428474893472,1.16768390544501,0.820897790900879,0.758815251594755
36,AAMDC,49.8,1.0,1.02794726430432,1.01984883814147,1.18015027128763,0.858977571977337,0.781295769375007
37,AAMDC,52.9,1.0,1.0163941315063,1.0609155529703,1.07084156964257,0.974232464154248,0.90027083491899
38,AAMDC,55.5,1.0,1.21281255816668,1.23316900205151,1.16196347370938,0.945662070583998,1.00827910106876
39,AAMDC,58.6,1.0,1.11540384842199,1.01344478811073,1.13037361075252,1.03097533896754,0.891754908812629
40,AAMDC,62.0,1.0,0.84113608222655,0.818457934533752,0.788473029438151,0.820797710336729,0.585915664182274
41,AAMDC,66.3,1.0,1.00012776746166,1.12802916351858,0.937705548118688,0.972951901985555,0.897969380616161
42,AAMP,37.0,1.0,0.992447256428056,0.946933468216493,0.960872999078739,1.23991228196752,1.25572232286978
43,AAMP,40.4,1.0,1.02859287642546,0.981502191308344,1.04803814364047,1.34070666233561,1.32830833016912
44,AAMP,44.0,1.0,0.998783999127327,0.97435044655072,0.964241003904084,1.14948955675255,1.11382003049356
45,AAMP,46.9,1.0,0.958530564466878,0.972324881499024,0.930842934875274,1.13627166444715,1.14594674285022
46,AAMP,49.8,1.0,0.912902681737528,0.945923221429609,0.892523578652661,1.12324402578245,1.23550678091168
47,AAMP,52.9,1.0,0.922361101199192,0.855637164104853,0.960300868953769,0.96183526527251,1.16859879717305
48,AAMP,55.5,1.0,0.942854607887358,1.01802424915717,0.899284815676912,1.0176954066188,1.11653190488608
49,AAMP,58.6,1.0,1.11123928742434,1.18386765125954,1.07067731728927,1.19778688868771,1.47200088287501
50,AAMP,62.0,1.0,1.08469437728294,1.06927633242184,1.06530685449804,1.03407633386953,1.06030095606891
52,AAR2,37.0,1.0,1.00834129724262,1.01487688423498,0.977461760221524,1.05663784921887,1.12304530453627
53,AAR2,40.4,1.0,1.05806035239798,1.02295351230362,1.03006284591594,1.13981032233693,1.19106089470097
54,AAR2,44.0,1.0,1.08009790552327,1.07660536275631,1.06162896137668,1.19390641936986,1.22883204385609
55,AAR2,46.9,1.0,0.979052341344321,1.00824236953335,1.01231713231355,1.23675522193996,1.27251829745457
56,AAR2,49.8,1.0,0.949425783657903,0.968010172810054,1.01132606375663,1.32910717131549,1.23384964074756
57,AAR2,52.9,1.0,0.892481192684955,0.841915392493467,0.8768981027974,1.17908835653737,1.06647209087369
59,AARS,37.0,1.0,1.00603605744081,0.975247062212348,0.995243212603244,0.931738453908471,1.08649269734796
60,AARS,40.4,1.0,1.0537738562757,0.979224348749517,0.985155294117924,0.959631188822543,1.11500593521071
61,AARS,44.0,1.0,1.02144802163736,0.976009338076346,1.03401307865659,0.951912793635585,1.1157994872337
62,AARS,46.9,1.0,0.997608634395084,1.02139655555887,1.02234984152385,0.844144440286658,0.985290671018926
63,AARS,49.8,1.0,1.04083903391319,0.988583796600507,0.993202850243092,0.913686306743235,1.06202761822078
64,AARS,52.9,1.0,1.19338596334264,1.15197115005928,0.939414883165969,1.21528758830901,1.14796503095223
65,AARS,55.5,1.0,1.1049696091985,1.09609614355251,0.925764272277709,1.27937104804457,1.45682124720325
66,AARS,58.6,1.0,1.07473225136894,1.0191416182446,1.02101919621714,1.09157284353766,1.17812505949573
67,AARS,62.0,1.0,1.01300851068312,0.955820030771461,1.1005156961108,1.36058990736063,1.17071956898895
68,AARS,66.3,1.0,0.963814286516009,0.982464192630008,1.06662260501345,1.10331725028914,1.19294595906353
69,AARS2,37.0,1.0,0.978846454370732,0.949204320375463,0.919544562643308,0.954444680937556,0.993640246597061
70,AARS2,40.4,1.0,1.04905590110368,0.957160896322425,0.993056691809121,0.994657481121969,1.00906685092836
71,AARS2,44.0,1.0,0.976148049933651,0.954164700994546,0.969110552282236,0.924462955295346,0.985419574128332
72,AARS2,46.9,1.0,0.98405878095429,0.986738286659892,0.948541782501064,1.00228993740275,1.01357846939792
73,AARS2,49.8,1.0,0.967620537023912,0.948361546581872,0.947248347163824,1.16278915412915,1.06987987467659
74,AARS2,52.9,1.0,1.04252897920095,0.96879995095415,0.996952989417729,1.23605035809859,1.04147227854309
75,AARS2,55.5,1.0,0.958902280913486,0.943559446021224,0.884101175144764,0.779000851514523,0.778085748004676
76,AASDHPPT,37.0,1.0,0.954614899044814,0.939771031610525,0.923777972249455,1.07838204988227,1.19704635224209
77,AASDHPPT,40.4,1.0,0.929286121841238,1.00283212066994,0.92158499311219,1.07800439065453,1.30258040482158
78,AASDHPPT,44.0,1.0,0.977988916887546,0.970196358258403,0.928275277964044,1.03601241024615,1.0828043186677
79,AASDHPPT,46.9,1.0,1.01613106777676,0.983290020651074,0.979459136083853,0.955479475789924,1.1351709676882
80,AASDHPPT,49.8,1.0,0.899473077249018,0.92002309237082,0.979082474141718,1.0107952930273,1.13825037367125
81,AASDHPPT,52.9,1.0,0.73552360556103,0.77941524002298,0.796493888445898,1.07915219612867,1.20207334579406
83,ABCA2,37.0,1.0,0.99836503842218,1.09559358012942,1.08240049001326,0.930214102838703,0.880393585936072
84,ABCA2,40.4,1.0,1.07597937013723,1.01566326369301,1.09963902349117,0.985966274264239,0.929792349468688
85,ABCA2,44.0,1.0,0.999801436172156,0.985747171563417,1.06929695741669,1.03142439806964,0.90347977590089
86,ABCA2,46.9,1.0,1.02862032381238,1.13826208471691,1.08845197127835,0.931568938689678,0.881345711774104
87,ABCA2,49.8,1.0,0.998163454875027,0.933218794952375,0.914453906368043,0.935936533774094,0.815972916362123
89,ABCB10,37.0,1.0,0.986881968832508,0.973870354647762,0.962082969032805,0.885062068129344,0.839819764712512
90,ABCB10,40.4,1.0,1.01037565615462,1.0030424599161,1.01102471118289,0.971844249302482,0.844854717286646
91,ABCB10,44.0,1.0,1.00912382396897,0.988717725102145,0.981096094252578,0.943839132337254,0.931846922715412
92,ABCB10,46.9,1.0,1.03882716403429,0.983966367736752,0.998034496544358,0.852365168555341,0.824389734024431
93,ABCB10,49.8,1.0,1.04809184097269,1.00462450552877,1.00463242287001,0.79424848899781,0.790718206298383
94,ABCB10,52.9,1.0,1.06379121288829,1.02282690460907,0.990989292084126,0.779065340944072,0.787298412299549
95,ABCB10,55.5,1.0,1.3065585358635,1.20072045956327,1.00103420321122,1.05298204303054,1.07002162642834
96,ABCB10,58.6,1.0,1.03764478459621,1.01102202307848,0.993098119602943,0.931899412634325,1.22626205337791
98,ABCB6,37.0,1.0,0.976009767225686,0.978651603033836,1.04650795510286,1.02188289892753,0.972435217929691
99,ABCB6,40.4,1.0,1.03696263047039,1.02057902284408,1.01569239841222,1.12030437758125,1.04749424616134
100,ABCB6,44.0,1.0,1.00441574395765,1.00397545363793,0.974919941686885,1.03468635505815,1.03536238933254
101,ABCB6,46.9,1.0,1.03872097642526,1.04128086297683,1.05103400021935,0.987083987746488,0.908660165324028
102,ABCB6,49.8,1.0,1.02515791129685,0.986369387582413,0.953029607783064,0.796062127021714,0.929688231178946
103,ABCB6,52.9,1.0,0.90369673623171,0.843576291622551,0.899658140991738,0.861084867087699,0.833941649555246
104,ABCB6,55.5,1.0,0.968339577721705,0.919376016654894,0.925388017210662,1.05397772843154,0.936585006404144
105,ABCB6,58.6,1.0,1.00109090270575,1.02043995564173,0.937639594766366,0.87993020810256,0.96656108542159
106,ABCB6,62.0,1.0,1.096218048453,1.09360061395073,0.999579751713378,0.915455492474778,1.14487781581971
107,ABCB6,66.3,1.0,0.94023794212583,0.965158128829061,0.981439904158753,0.839732898879074,1.06924662053025
108,ABCB7,37.0,1.0,1.00179756812789,0.990543954429881,1.02388116715851,0.873469675132092,0.850685106980105
109,ABCB7,40.4,1.0,1.03850397556866,1.00577585783814,1.03636333844611,0.977271109332097,0.917434150743495
110,ABCB7,44.0,1.0,1.01752858971849,0.977821156693573,0.969071390045423,0.920312312410572,0.911379133199976
111,ABCB7,46.9,1.0,1.00985115006673,1.01985999547121,1.02976455880085,0.847366200426044,0.824098440582095
112,ABCB7,49.8,1.0,1.0328386911949,0.991327247753145,0.98909979765859,0.754945806774922,0.822958312171916
113,ABCB7,52.9,1.0,1.03105161391779,0.948220717976219,0.888608558627151,0.761310798825533,0.742892742428916
114,ABCB7,55.5,1.0,0.951522522809122,1.08167217622955,1.01770079910662,0.938110867465144,0.987947018742639
116,ABCB8,37.0,1.0,1.01316497423786,0.967772597745822,1.00068022421496,0.943605959675545,0.891424088543409
117,ABCB8,40.4,1.0,1.04549994993196,1.04055937195379,1.08880199058261,1.09175839270035,0.953922991293209
118,ABCB8,44.0,1.0,0.987195166470822,1.01730557452152,1.01907565343265,0.99584502505202,0.989855551985757
119,ABCB8,46.9,1.0,1.04363329596435,1.03247377053908,1.08753365819389,1.00112063754847,0.983396348246359
120,ABCB8,49.8,1.0,1.11806437769898,1.08674588990059,1.07188261317252,0.945652874071647,0.940503136057742
121,ABCB8,52.9,1.0,1.14345359555878,1.08184531571109,0.94158010214297,0.994645722813789,1.0359475190451
123,ABCC1,37.0,1.0,1.03979153885417,1.06915974562184,1.06008504971226,1.00959181978402,1.00946224385584
124,ABCC1,40.4,1.0,1.05357323638252,1.06230761651903,1.04637554276444,1.05883133904968,0.999718842380239
125,ABCC1,44.0,1.0,1.02130347066024,0.981107585473701,1.07826226550664,1.02968455567126,1.03271673145095
126,ABCC1,46.9,1.0,1.09352972515879,1.01608301858559,1.06074249051233,0.922602419287019,0.934277899410903
127,ABCC1,49.8,1.0,1.01946475800328,0.996008583120947,0.998494599247437,0.791546139569418,0.883447508807397
128,ABCC1,52.9,1.0,1.02250795653861,0.933920910796637,1.01865396238235,0.852465223699696,0.870595129450138
129,ABCC1,55.5,1.0,1.0270819307372,1.01814829069205,0.922701540869376,0.985037518151374,1.00394322260721
130,ABCC1,58.6,1.0,0.931004314525127,0.855777280554982,0.945073260802166,1.32400353420402,0.977490747574278
131,ABCC1,62.0,1.0,0.905786302169932,0.842458791409858,0.871390031782825,1.62209224745338,1.15405965754897
132,ABCC1,66.3,1.0,0.84299570704981,0.788379666751702,0.853932504852386,1.20341746091069,1.0792216195951
133,ABCC2,37.0,1.0,1.01182875792159,1.02435541152988,1.0525525650519,0.950465005854289,0.832902350261811
134,ABCC2,40.4,1.0,1.0164387326594,1.06233353789729,1.0706186833102,1.01567248210668,0.902975377304412
135,ABCC2,44.0,1.0,1.04079716555553,1.0246274944994,1.03755834553489,0.952782143026363,0.906336800140636
136,ABCC2,46.9,1.0,1.03193504277161,1.10839783421163,1.10499252230481,0.94899490512239,0.864628068575441
137,ABCC2,49.8,1.0,1.08112430112298,1.07046479083786,1.0294144927934,0.879718044809226,0.8805516625895
138,ABCC2,52.9,1.0,0.987683246643516,1.06102375993742,0.910276504769551,0.961699326282039,0.895395558093589
139,ABCC2,55.5,1.0,1.0817396598886,1.04300200280428,1.12619881618338,1.17002429048757,1.19569802253762
140,ABCC4,37.0,1.0,1.01958855693951,0.963002879668461,0.99047857597968,0.953901251351721,1.00865646591578
141,ABCC4,40.4,1.0,0.986427715888806,0.969983090362142,0.964488800635994,1.028307687884,0.945600927590133
142,ABCC4,44.0,1.0,1.01717141101677,0.98448667368782,0.946297643372263,0.960068297245799,1.02436549196742
143,ABCC4,46.9,1.0,1.00460313978937,1.00056487713229,1.02279649796706,0.926331750909913,0.972414476054976
144,ABCC4,49.8,1.0,1.01437718964544,0.998984882782339,0.97978355759011,0.804659902059361,0.80759356302728
145,ABCC4,52.9,1.0,0.95493725251355,0.916660163800753,0.926498644759743,0.834868160016434,0.884607718680798
146,ABCC4,55.5,1.0,0.971391795401035,0.970874827183403,0.945475977929297,0.898560881175879,0.910742802929247
147,ABCC4,58.6,1.0,0.899804855392361,0.930351581601574,0.92139348380356,0.843632776884908,0.880355653877413
148,ABCC4,62.0,1.0,0.806289180365591,0.856612743695325,0.767258767765354,0.830574246566322,0.818152837824645
149,ABCC4,66.3,1.0,0.866513904904291,1.08949876547242,0.951258438368031,1.28265530694119,1.19518111901871
150,ABCC5,37.0,1.0,0.989737932417677,0.991915280540302,0.987581195992239,0.995233098101915,0.983480623822489
151,ABCC5,40.4,1.0,0.977502152681919,1.02861103231929,1.01334341050735,1.07710435238362,1.00495586628674
152,ABCC5,44.0,1.0,1.02728535984865,0.964571168016842,1.10648271975416,1.00876776432893,0.955723223540508
153,ABCC5,46.9,1.0,1.00509229239958,1.03997330210851,1.02404267222553,0.915154431542831,0.889148556330956
154,ABCC5,49.8,1.0,1.02524651042817,0.996556557349964,0.966782931307415,0.910318879410505,0.906234472001285
155,ABCC5,52.9,1.0,1.04263153114938,1.00594966645465,0.964629924910123,0.968214627255752,0.921473993328685
156,ABCC5,55.5,1.0,1.08957634111834,1.05799673990872,0.916253828741166,0.939252150830339,1.04979056007312
158,ABCC5,62.0,1.0,1.04035097697949,0.860513334920618,0.933445731962846,1.14437151617876,0.981240356801989
159,ABCD1,37.0,1.0,0.993627765748968,1.01077975250527,0.992795115737376,0.87927312747704,0.83931691503194
160,ABCD1,40.4,1.0,1.00963164975876,0.980664667477847,1.03532016815669,0.978396506161813,0.840540829023832
161,ABCD1,44.0,1.0,1.01401024410075,0.988861276228893,0.989675902792468,0.89956655303592,0.83816643761694
162,ABCD1,46.9,1.0,1.02449333797253,0.986188743697986,0.970338382890107,0.920089540338734,0.848309848266048
163,ABCD1,49.8,1.0,0.965170062230101,0.968806977158213,0.91482938121099,1.27831053250788,1.0346814510335
165,ABCD3,37.0,1.0,0.953331754687884,0.941045239500764,0.97168574845371,0.914710427156503,0.875705514563772
166,ABCD3,40.4,1.0,1.00804626480595,0.97128691302559,1.00413049004904,0.947904705679144,0.934951767939387
167,ABCD3,44.0,1.0,0.955360441284594,0.959377476067807,0.9844082972238,0.879174717762956,0.874383897721651
168,ABCD3,46.9,1.0,0.965773652853343,0.967760565332084,1.00844211544648,0.805214750259124,0.81543642317977
169,ABCD3,49.8,1.0,0.985811017069578,0.979711746727967,0.957526143430268,0.748810963580867,0.835351760603487
170,ABCD3,52.9,1.0,0.983114912846144,0.988262492277328,0.969271813008637,0.761930844598755,0.79691609857688
171,ABCD3,55.5,1.0,1.24848149422174,1.11927195881268,0.982755533612946,0.98493378836129,0.966848295461801
172,ABCD3,58.6,1.0,1.44834804758103,1.1072272305767,0.793131368506591,1.59100340728581,1.84169513504763
174,ABCE1,37.0,1.0,0.982507831325587,0.994831540698731,0.956391387146328,0.938216136787348,0.986546542789303
175,ABCE1,40.4,1.0,1.02974298414067,0.97477652418576,0.984466318325534,0.994764389628688,1.03881354613664
176,ABCE1,44.0,1.0,1.01147329477668,1.00958518555117,1.00240358540628,0.949879401302253,1.03885332394183
177,ABCE1,46.9,1.0,1.00119990988537,1.04544404985124,0.996990365034389,0.897764100316043,1.01463733922402
178,ABCE1,49.8,1.0,0.998963459559841,0.971265252175027,0.977926597769056,0.764752767505009,0.921729040565797
179,ABCE1,52.9,1.0,0.979467807280907,0.966767355100635,0.954832279447577,0.812751697251729,0.881397176769716
180,ABCE1,55.5,1.0,0.981153743876536,1.0191698426491,0.977315126772279,0.930597465991624,0.897342788188569
181,ABCE1,58.6,1.0,0.978863342843983,0.921180359157491,0.95770999481722,0.883985193075306,0.895263107268796
182,ABCE1,62.0,1.0,0.981459453089309,0.97093036940595,0.987876970240021,0.812588178105961,0.845406499398489
183,ABCE1,66.3,1.0,1.10206554563945,1.14765341725685,1.00725646178269,0.816553840998955,0.799094375641712
184,ABCF1,37.0,1.0,0.970493861254118,0.961487443354033,0.958274657628393,0.996177481825065,1.04412016911499
185,ABCF1,40.4,1.0,0.990254504324117,0.936006949649699,0.984022166247941,1.06451708446667,0.992471725443721
186,ABCF1,44.0,1.0,0.978985676900809,0.938770871472381,0.907205915539928,1.00098384849607,0.971123235409575
187,ABCF1,46.9,1.0,0.968891872341658,0.961447605973163,0.959765166118463,0.964224796960072,0.937611311066321
188,ABCF1,49.8,1.0,1.00701365135498,0.980062447302599,0.933436753393303,0.942615005683638,0.996485923361928
189,ABCF1,52.9,1.0,0.855548107738252,0.796163102935069,0.759229316926451,0.824773485012513,0.849671627741805
190,ABCF1,55.5,1.0,0.790283523028187,0.659842799213143,0.661944033556124,0.700098119494373,0.850485419494628
191,ABCF1,58.6,1.0,0.963873338987064,1.08446945672089,1.10629881777892,1.07875770395987,1.14409210147817
192,ABCF1,62.0,1.0,0.734036803772469,0.902777801609396,0.759439495988438,0.925620562494679,0.743115094416131
193,ABCF1,66.3,1.0,0.802138979732125,0.979395159321426,2.10073971377996,1.13991031861977,1.58873824200506
194,ABCF2,37.0,1.0,0.984361781862017,0.92528162486668,0.87511051719789,1.07125990707123,1.13475052408791
195,ABCF2,40.4,1.0,0.941465018191315,0.992645119058219,0.923523189240282,1.0118310998012,1.17466557692666
196,ABCF2,44.0,1.0,1.01367140730092,1.04566968965569,0.984839033687641,1.08133252817721,1.17842804923257
197,ABCF2,46.9,1.0,0.982938102763809,1.03335226536834,0.93501699779522,1.03979404447844,1.21731390269186
198,ABCF2,49.8,1.0,1.01253368088661,0.976932398293739,0.881052678976864,0.991444041606657,1.05685192038697
199,ABCF2,52.9,1.0,0.975937324327251,0.856246735994611,0.707015414807604,0.951095545396022,1.16464127463677
200,ABCF2,55.5,1.0,0.935548118850377,0.884049399571685,0.771009546049836,0.968402807490773,1.52334854656567
201,ABCF2,58.6,1.0,0.969221077387314,1.07552401178835,1.11367891871475,1.19893957941128,1.15690239108391
203,ABCF3,37.0,1.0,1.0161724165004,0.993365836571996,1.00438929608728,0.861358220127997,0.876331292427223
204,ABCF3,40.4,1.0,1.06269915256513,0.975193266327039,1.0167883638532,0.94381301495566,0.868436112806641
205,ABCF3,44.0,1.0,0.97648665426172,0.94763608807699,0.940380901850983,0.89191146684997,0.842903003844924
206,ABCF3,46.9,1.0,0.909380669112655,0.950798009298134,0.887259713352409,1.04011608907326,0.948251081928026
207,ABCF3,49.8,1.0,0.835027941215587,0.844296096015093,0.859133843368273,1.25573592157491,0.896701274942647
208,ABCF3,52.9,1.0,0.762321062660948,0.778883239061622,0.869916343350638,1.48840600377193,0.98251052606181
209,ABCF3,55.5,1.0,0.853762850081326,0.704227226488458,1.10312733749572,1.11807308717825,1.09436689505009
